ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/09/2025;COBERTURA;IMPORTE AFILIADO
55315;promestriene;PROMECLIM;comp.vag.x 10;Megalabs Argent;$ 17397.17;50%;$ 8698.59
55316;promestriene;PROMECLIM;comp.vag.x 20;Megalabs Argent;$ 32188.14;50%;$ 16094.07
41953;quetiapina;ATIPINA 100;100 mg comp.rec.x 30;Megalabs Argent;$ 66988.86;50%;$ 33494.43
41954;quetiapina;ATIPINA 200;200 mg comp.rec.x 30;Megalabs Argent;$ 85333.49;50%;$ 42666.75
41952;quetiapina;ATIPINA 25;25 mg comp.rec.x 30;Megalabs Argent;$ 40761.27;50%;$ 20380.64
35160;sertralina;ANILAR;100 mg comp.rec.x 30;Megalabs Argent;$ 32782.9;50%;$ 16391.45
33637;sertralina;ANILAR;50 mg comp.rec.x 30;Megalabs Argent;$ 21676.91;50%;$ 10838.46
10912;siliconas;AEROGAL;aerosol x 170 g;Megalabs Argent;$ 19098.63;50%;$ 9549.32
6984;sodio,perborato+asoc.;HIFAMONIL;pvo.sob.x 20;Megalabs Argent;$ 8513.34;50%;$ 4256.67
6983;sodio,perborato+asoc.;HIFAMONIL;pvo.sob.x 8;Megalabs Argent;$ 5438.05;50%;$ 2719.03
6986;sodio,perborato+asoc.;HIFAMONIL;pvo.x 100 g;Megalabs Argent;$ 7490.35;50%;$ 3745.18
30130;terbinafina;TACNA;250 mg comp.x 14;Megalabs Argent;$ 21550.7;50%;$ 10775.35
30131;terbinafina;TACNA;250 mg comp.x 28;Megalabs Argent;$ 39573.36;50%;$ 19786.68
18628;tioconazol;HONGUIL;cáps.vag.x 1;Megalabs Argent;$ 9417.45;50%;$ 4708.73
27531;tióctico,ác.;TIOCTAN;600 mg comp.rec.x 30;Megalabs Argent;$ 41650.79;50%;$ 20825.4
21743;triticum vulgare+asoc.;CICATUL N.F.;cr.tópica x 30 g;Megalabs Argent;$ 16919.12;50%;$ 8459.56
45417;triticum vulgare+asoc.;CICATUL N.F.;cr.vag.x 60 g;Megalabs Argent;$ 21043.83;50%;$ 10521.92
49123;triticum vulgare+asoc.;CICATUL N.F.;gasas est.monod.x 10;Megalabs Argent;$ 24442.71;50%;$ 12221.36
21746;triticum vulgare+asoc.;CICATUL N.F.;ov.x 6;Megalabs Argent;$ 17361.13;50%;$ 8680.57
7028;vit.+minerales;TANVIMIL M;cáps.x 30;Megalabs Argent;$ 8492.59;40%;$ 5095.55
51071;vit.+minerales;TANVIMIL M;cáps.x 60;Megalabs Argent;$ 14237.54;40%;$ 8542.52
7013;vit.a;TANVIMIL A;100000 UI cáps.x 30;Megalabs Argent;$ 9470.2;40%;$ 5682.12
51062;vit.a;TANVIMIL A;50000 UI cáps.x 30;Megalabs Argent;$ 9799.07;40%;$ 5879.44
51063;vit.a;TANVIMIL A;50000 UI cáps.x 60;Megalabs Argent;$ 9930.72;40%;$ 5958.43
27830;vit.a+vit.c+vit.d;TANVIMIL ACD;gts.x 20 ml;Megalabs Argent;$ 7546.78;40%;$ 4528.07
40719;vit.b,complejo;TANVIMIL B1 B6 B12;comp.rec.x 30;Megalabs Argent;$ 35741.54;40%;$ 21444.92
51065;vit.b6;TANVIMIL B6;comp.x 30;Megalabs Argent;$ 3423.99;40%;$ 2054.39
51064;vit.b6;TANVIMIL B6;comp.x 60;Megalabs Argent;$ 4120.13;40%;$ 2472.08
51072;vit.c+vit.e+betacaroteno;TANVIMIL PLUS;cáps.x 30;Megalabs Argent;$ 9813.22;40%;$ 5887.93
51073;vit.c+vit.e+betacaroteno;TANVIMIL PLUS;cáps.x 60;Megalabs Argent;$ 15248.04;40%;$ 9148.82
7021;vit.d;TANVIMIL D;gts.x 10 ml;Megalabs Argent;$ 5332.32;40%;$ 3199.39
50604;vit.e;TANVIMIL E;1000 mg cáps.x 30;Megalabs Argent;$ 34320.15;40%;$ 20592.09
50605;vit.e;TANVIMIL E;1000 mg cáps.x 60;Megalabs Argent;$ 58838.25;40%;$ 35302.95
51066;vit.e;TANVIMIL E;400 mg cáps.x 60;Megalabs Argent;$ 19443.69;40%;$ 11666.21
51067;vit.e;TANVIMIL E;cáps.x 30;Megalabs Argent;$ 9091.35;40%;$ 5454.81
51068;vit.e;TANVIMIL E;cáps.x 60;Megalabs Argent;$ 15924.16;40%;$ 9554.5
26753;vit.e+vit.a+asoc.;TANVIMIL EBA;cáps.x 100;Megalabs Argent;$ 39694.91;40%;$ 23816.95
51069;vit.e+vit.a+asoc.;TANVIMIL EBA;cáps.x 30;Megalabs Argent;$ 13908.08;40%;$ 8344.85
51070;vit.e+vit.a+asoc.;TANVIMIL EBA;cáps.x 60;Megalabs Argent;$ 23777.07;40%;$ 14266.24
7027;vit.k;TANVIMIL K;comp.x 10;Megalabs Argent;$ 6315.6;50%;$ 3157.8
26167;progesterona;CRINONE 8%;dispens.monods.pack x 15;Merck Serono;$ 104491.77;50%;$ 52245.89
35327;acenocumarol;FORTONOL;4 mg comp.x 20;Microsules Arg.;$ 11348.54;80%;$ 2269.71
39550;alendronato;TILIOS;70 mg comp.x 4;Microsules Arg.;$ 13673.72;60%;$ 5469.49
33616;alendronato;TILIOS;70 mg comp.x 8;Microsules Arg.;$ 19158.36;60%;$ 7663.34
23286;alprazolam;ALPRAZOLAM MICROSULES;0.50 mg comp.x 30;Microsules Arg.;$ 4008.17;50%;$ 2004.09
23287;alprazolam;ALPRAZOLAM MICROSULES;0.50 mg comp.x 60;Microsules Arg.;$ 7541.58;50%;$ 3770.79
23288;alprazolam;ALPRAZOLAM MICROSULES;1 mg comp.x 30;Microsules Arg.;$ 6198.25;50%;$ 3099.13
23290;alprazolam;ALPRAZOLAM MICROSULES;1 mg comp.x 60;Microsules Arg.;$ 11556.22;50%;$ 5778.11
23292;alprazolam;ALPRAZOLAM MICROSULES;2 mg comp.x 30;Microsules Arg.;$ 9658.74;50%;$ 4829.37
35140;amlodipina;ANEXA;10 mg comp.x 30;Microsules Arg.;$ 20398.32;60%;$ 8159.33
35139;amlodipina;ANEXA;5 mg comp.x 30;Microsules Arg.;$ 12590.65;60%;$ 5036.26
17192;amoxicilina;NOBACTAM;1 g comp.rec.x 16;Microsules Arg.;$ 18150.94;60%;$ 7260.38
17191;amoxicilina;NOBACTAM;1 g comp.rec.x 8;Microsules Arg.;$ 8812.21;60%;$ 3524.88
39821;amoxicilina;NOBACTAM;250 mg susp.ped.x 90 ml;Microsules Arg.;$ 6323.76;60%;$ 2529.5
39822;amoxicilina;NOBACTAM;500 mg susp.ped.x 90 ml;Microsules Arg.;$ 9670.83;60%;$ 3868.33
19379;amoxicilina+ambroxol;NOBACTAM BRONQUIAL;comp.rec.x 16;Microsules Arg.;$ 10009.55;50%;$ 5004.78
45247;amoxicilina+clavulánico,ác.;NOBACTAM CLAVULANICO 2;comp.rec.x 14;Microsules Arg.;$ 18307.1;60%;$ 7322.84
32121;atenolol;ATENOLOL MICROSULES;50 mg comp.x 28;Microsules Arg.;$ 5777.3;80%;$ 1155.46
62369;atenolol;ATENOLOL MICROSULES;50 mg comp.x 30;Microsules Arg.;$ 5777.3;80%;$ 1155.46
32122;atenolol;ATENOLOL MICROSULES;50 mg comp.x 56;Microsules Arg.;$ 12012.61;80%;$ 2402.52
62370;atenolol;ATENOLOL MICROSULES;50 mg comp.x 60;Microsules Arg.;$ 12012.61;80%;$ 2402.52
35328;atorvastatín;FINLIPOL;10 mg comp.x 30;Microsules Arg.;$ 27794.32;80%;$ 5558.86
35329;atorvastatín;FINLIPOL;10 mg comp.x 60;Microsules Arg.;$ 46710.04;80%;$ 9342.01
35330;atorvastatín;FINLIPOL;20 mg comp.x 30;Microsules Arg.;$ 46220.68;80%;$ 9244.14
35331;atorvastatín;FINLIPOL;20 mg comp.x 60;Microsules Arg.;$ 77728.75;80%;$ 15545.75
52607;atorvastatín;FINLIPOL;40 mg comp.x 30;Microsules Arg.;$ 50395.9;80%;$ 10079.18
23294;azitromicina;TANEZOX;500 mg comp.x 3;Microsules Arg.;$ 9117.15;60%;$ 3646.86
39247;azitromicina;TANEZOX;500 mg comp.x 6;Microsules Arg.;$ 11799.33;60%;$ 4719.73
45533;carvedilol;ENTARSOL 12.5;12.5 mg comp.x 28;Microsules Arg.;$ 10643.36;60%;$ 4257.34
45534;carvedilol;ENTARSOL 25;25 mg comp.x 28;Microsules Arg.;$ 12953.6;60%;$ 5181.44
45532;carvedilol;ENTARSOL 6.25;6.25 mg comp.x 28;Microsules Arg.;$ 8507.61;60%;$ 3403.04
52279;cefalexina;SINURIT;1000 mg comp.rec.x 16;Microsules Arg.;$ 19949.42;60%;$ 7979.77
50046;cefalexina;SINURIT;500 mg comp.rec.x 16;Microsules Arg.;$ 9913.97;60%;$ 3965.59
21119;ciprofloxacina;MICROSULF;500 mg comp.x 10;Microsules Arg.;$ 14974.8;60%;$ 5989.92
61482;ciprofloxacina;MICROSULF;500 mg comp.x 20;Microsules Arg.;$ 26691.9;60%;$ 10676.76
50047;clopidogrel;MICRO-CAPE;75 mg comp.rec.x 30;Microsules Arg.;$ 48047.75;50%;$ 24023.88
52848;desloratadina;TERALMINA;5 mg comp.rec.x 14;Microsules Arg.;$ 10895.11;40%;$ 6537.07
52847;desloratadina;TERALMINA;5 mg comp.rec.x 7;Microsules Arg.;$ 6223.84;40%;$ 3734.3
21117;diclofenac sódico;DIASTONE RETARD;100 mg comp.x 15;Microsules Arg.;$ 13736.36;40%;$ 8241.82
21112;diclofenac sódico;DIASTONE;50 mg comp.x 15;Microsules Arg.;$ 5292.41;40%;$ 3175.45
21113;diclofenac sódico;DIASTONE;50 mg comp.x 30;Microsules Arg.;$ 8618.77;40%;$ 5171.26
21114;diclofenac sódico;DIASTONE;75 mg comp.x 15;Microsules Arg.;$ 8403.78;40%;$ 5042.27
21115;diclofenac sódico;DIASTONE;75 mg comp.x 30;Microsules Arg.;$ 14945.69;40%;$ 8967.41
46245;diclofenac+pridinol;DIASTONE FLEX;comp.rec.x 10;Microsules Arg.;$ 6257.33;40%;$ 3754.4
62028;diclofenac+vit.b12+betametasona;DIASTONE B12;comp.rec.x 20;Microsules Arg.;$ 21069.96;40%;$ 12641.98
40628;enalapril;SULOCTEN;10 mg comp.x 30;Microsules Arg.;$ 6994.88;80%;$ 1398.98
40629;enalapril;SULOCTEN;10 mg comp.x 60;Microsules Arg.;$ 14475.15;80%;$ 2895.03
40412;enalapril;SULOCTEN;20 mg comp.x 30;Microsules Arg.;$ 9536.92;80%;$ 1907.38
40416;enalapril;SULOCTEN;20 mg comp.x 60;Microsules Arg.;$ 17698.87;80%;$ 3539.77
40626;enalapril;SULOCTEN;5 mg comp.x 30;Microsules Arg.;$ 4501.02;80%;$ 900.2
40627;enalapril;SULOCTEN;5 mg comp.x 60;Microsules Arg.;$ 8636.07;80%;$ 1727.21
40721;enalapril+hidroclorotiazida;SULOCTEN D;10 mg comp.x 30;Microsules Arg.;$ 12243.93;80%;$ 2448.79
39988;ergotamina+cafeína+asoc.;SOLACIL;comp.rec.x 10;Microsules Arg.;$ 4482.62;50%;$ 2241.31
58524;etoricoxib;CRACOX 120;120 mg comp.rec.x 7;Microsules Arg.;$ 11746.27;50%;$ 5873.14
58521;etoricoxib;CRACOX 60;60 mg comp.rec.x 14;Microsules Arg.;$ 12748.03;50%;$ 6374.02
58522;etoricoxib;CRACOX 90;90 mg comp.rec.x 14;Microsules Arg.;$ 22983.35;50%;$ 11491.68
58523;etoricoxib;CRACOX 90;90 mg comp.rec.x 28;Microsules Arg.;$ 35538.26;50%;$ 17769.13
19327;finasteride;FLUTIAMIK;comp.x 30;Microsules Arg.;$ 25944.76;50%;$ 12972.38
32673;glimepiride;LOMET;4 mg comp.x 15;Microsules Arg.;$ 10217.12;100%;$ 0
32674;glimepiride;LOMET;4 mg comp.x 30;Microsules Arg.;$ 17216.38;100%;$ 0
39987;hioscina,n-butilbr.+dipirona;GASTROLINA COMPUESTA;comp.rec.x 10;Microsules Arg.;$ 4865.64;50%;$ 2432.82
48335;ibandrónico,ác.;INTERSULES;150 mg comp.rec.x 1;Microsules Arg.;$ 26760.76;50%;$ 13380.38
50486;ibandrónico,ác.;INTERSULES;150 mg comp.rec.x 3;Microsules Arg.;$ 44460.28;50%;$ 22230.14
9616;ketorolac;KEMANAT;10 mg comp.x 10;Microsules Arg.;$ 6657.89;50%;$ 3328.95
1897;ketorolac;KEMANAT;10 mg comp.x 20;Microsules Arg.;$ 10477.08;50%;$ 5238.54
9617;ketorolac;KEMANAT;20 mg comp.x 10;Microsules Arg.;$ 10159.91;50%;$ 5079.96
1899;ketorolac;KEMANAT;20 mg comp.x 20;Microsules Arg.;$ 16066.76;50%;$ 8033.38
25398;ketorolac;KEMANAT;sublingual comp.x 10;Microsules Arg.;$ 8922.56;50%;$ 4461.28
48004;levofloxacina;ELY DIAR;750 mg comp.rec.x 5;Microsules Arg.;$ 11734.92;60%;$ 4693.97
33490;lidocaína+asoc.;PROCTO-METADYNE;cr.rectal x 20 g;Microsules Arg.;$ 7615.39;50%;$ 3807.7
22087;loperamida;CUSTEY;2 mg comp.x 10;Microsules Arg.;$ 4750.46;50%;$ 2375.23
46246;losartán;ENROMIC;100 mg comp.rec.x 30;Microsules Arg.;$ 26239.19;80%;$ 5247.84
23291;losartán;ENROMIC;50 mg comp.rec.x 30;Microsules Arg.;$ 21514.44;80%;$ 4302.89
60926;losartán;ENROMIC;50 mg comp.rec.x 60;Microsules Arg.;$ 40974.77;80%;$ 8194.95
52005;losartán+hidroclorotiazida;ENROMIC D;100/25 mg comp.rec.x 30;Microsules Arg.;$ 27414.91;60%;$ 10965.96
52006;losartán+hidroclorotiazida;ENROMIC D;50/12.5 mg comp.rec.x 30;Microsules Arg.;$ 25233.04;60%;$ 10093.22
52510;meloxicam;MELL;15 mg comp.x 10;Microsules Arg.;$ 9761.46;50%;$ 4880.73
52511;meloxicam;MELL;15 mg comp.x 30;Microsules Arg.;$ 12071.72;50%;$ 6035.86
58849;metformina;REDUGLUC A.P. FORTE;1000 mg comp.rec.x 100;Microsules Arg.;$ 34971.49;100%;$ 0
58847;metformina;REDUGLUC A.P. FORTE;1000 mg comp.rec.x 30;Microsules Arg.;$ 11743.7;100%;$ 0
58848;metformina;REDUGLUC A.P. FORTE;1000 mg comp.rec.x 60;Microsules Arg.;$ 21590.39;100%;$ 0
55308;metformina;REDUGLUC;1000 mg comp.x 100;Microsules Arg.;$ 25864.82;100%;$ 0
55306;metformina;REDUGLUC;1000 mg comp.x 30;Microsules Arg.;$ 8592.73;100%;$ 0
55307;metformina;REDUGLUC;1000 mg comp.x 60;Microsules Arg.;$ 16360.97;100%;$ 0
36659;metformina;REDUGLUC;500 mg comp.x 100;Microsules Arg.;$ 18307.1;100%;$ 0
36657;metformina;REDUGLUC;500 mg comp.x 30;Microsules Arg.;$ 6174.1;100%;$ 0
36658;metformina;REDUGLUC;500 mg comp.x 60;Microsules Arg.;$ 9366.07;100%;$ 0
36662;metformina;REDUGLUC A.P.;850 mg comp.rec.AP x 100;Microsules Arg.;$ 30835.86;100%;$ 0
36660;metformina;REDUGLUC A.P.;850 mg comp.rec.AP x 30;Microsules Arg.;$ 9426.78;100%;$ 0
36661;metformina;REDUGLUC A.P.;850 mg comp.rec.AP x 60;Microsules Arg.;$ 17941.77;100%;$ 0
48614;metoclopramida;RILAQUIN SL;10 mg comp.subl.x 10;Microsules Arg.;$ 8028.23;50%;$ 4014.12
21308;metoclopramida;RILAQUIN;10 mg comp.x 20;Microsules Arg.;$ 3963.07;50%;$ 1981.54
21309;metoclopramida;RILAQUIN;ad.gts.x 20 ml;Microsules Arg.;$ 5841.12;50%;$ 2920.56
28599;nafazolina;RHINAL;gts.x 30 ml;Microsules Arg.;$ 5169.64;50%;$ 2584.82
41555;paracetamol+pseudoefedrina+asoc.;CORIS GRIP;comp.rec.x 10;Microsules Arg.;$ 5359.59;40%;$ 3215.75
54987;rosuvastatina;TURBULINA;10 mg comp.rec.x 30;Microsules Arg.;$ 19312.08;50%;$ 9656.04
54805;rosuvastatina;TURBULINA;20 mg comp.rec.x 30;Microsules Arg.;$ 33927.77;50%;$ 16963.89
19370;salbutamol;MICROTEROL;5mg/ml sol.p/nebul.x20ml;Microsules Arg.;$ 6468.38;80%;$ 1293.68
49200;sildenafil;VIRIPOTENS;100 mg comp.rec.x 30;Microsules Arg.;$ 37708.47;50%;$ 18854.24
33031;sildenafil;VIRIPOTENS;50 mg comp.rec.x 2;Microsules Arg.;$ 4501.02;50%;$ 2250.51
39405;sildenafil;VIRIPOTENS;50 mg comp.rec.x 30;Microsules Arg.;$ 29801.93;50%;$ 14900.97
33032;sildenafil;VIRIPOTENS;50 mg comp.rec.x 6;Microsules Arg.;$ 9731.09;50%;$ 4865.55
39272;sildenafil;VIRIPOTENS M;frut.50 mg comp.mast.x 2;Microsules Arg.;$ 4501.02;50%;$ 2250.51
46206;sildenafil;VIRIPOTENS M;frut.50 mg comp.mast.x30;Microsules Arg.;$ 37890.82;50%;$ 18945.41
39273;sildenafil;VIRIPOTENS M;menta 50mg comp.mast.x 2;Microsules Arg.;$ 4501.02;50%;$ 2250.51
46205;sildenafil;VIRIPOTENS M;menta 50mg comp.mast.x30;Microsules Arg.;$ 37890.82;50%;$ 18945.41
22042;simvastatin;TANAVAT;10 mg comp.x 30;Microsules Arg.;$ 17819.46;80%;$ 3563.89
33230;simvastatin;TANAVAT;20 mg comp.x 30;Microsules Arg.;$ 24003.3;80%;$ 4800.66
56429;tadalafilo;VIRIPOTENS MAX 20;20 mg comp.x 2;Microsules Arg.;$ 15836.09;50%;$ 7918.05
56430;tadalafilo;VIRIPOTENS MAX 20;20 mg comp.x 4;Microsules Arg.;$ 30724.9;50%;$ 15362.45
56428;tadalafilo;VIRIPOTENS MAX 5;5 mg comp.x 30;Microsules Arg.;$ 66056.91;50%;$ 33028.46
51607;tamsulosina;TRAVELGUM;0.4 mg cáps.x 30;Microsules Arg.;$ 33876.84;50%;$ 16938.42
42924;tobramicina+dexametasona;PURPUMICINA;susp.oft.x 5 ml;Microsules Arg.;$ 7216.97;50%;$ 3608.49
54106;trimebutina;RELOPAT 200;200 mg comp.x 30;Microsules Arg.;$ 10338.76;50%;$ 5169.38
50883;valsartán;SEMANAR;160 mg comp.rec.x 14;Microsules Arg.;$ 14049.26;60%;$ 5619.7
50884;valsartán;SEMANAR;160 mg comp.rec.x 28;Microsules Arg.;$ 28585.95;60%;$ 11434.38
50881;valsartán;SEMANAR;80 mg comp.rec.x 14;Microsules Arg.;$ 11313.33;60%;$ 4525.33
50882;valsartán;SEMANAR;80 mg comp.rec.x 28;Microsules Arg.;$ 22138.71;60%;$ 8855.48
41504;alprazolam;NOVAZOLAM 0.50 MG;0.50 mg comp.ran.x 30;Monserrat;$ 3771.58;50%;$ 1885.79
41505;alprazolam;NOVAZOLAM 0.50 MG;0.50 mg comp.ran.x 60;Monserrat;$ 6689.83;50%;$ 3344.92
41506;alprazolam;NOVAZOLAM 1 MG;1 mg comp.ran.x 30;Monserrat;$ 5595.75;50%;$ 2797.88
41507;alprazolam;NOVAZOLAM 1 MG;1 mg comp.ran.x 60;Monserrat;$ 9974.53;50%;$ 4987.27
41508;alprazolam;NOVAZOLAM 2 MG;2 mg comp.multirran.x 30;Monserrat;$ 8696.97;50%;$ 4348.49
41509;alprazolam;NOVAZOLAM 2 MG;2 mg comp.multirran.x 60;Monserrat;$ 15327.08;50%;$ 7663.54
10482;amoxicilina;AMOXICLER 500;comp.x 16;Monserrat;$ 5230.69;60%;$ 2092.28
51828;amoxicilina;AMOXICLER 500;comp.x 21;Monserrat;$ 5838.61;60%;$ 2335.44
21208;amoxicilina;AMOXICLER 500;ped.susp.x 90 ml;Monserrat;$ 7846.17;60%;$ 3138.47
18648;betametasona+gentamic.+miconazol;GENTASOL CREMA;cr.x 20 g;Monserrat;$ 10948.35;50%;$ 5474.18
46826;ciproflox.+hidrocort.+lidocaina;CIPROCLER;gts.óticas c/lidoc.x 5ml;Monserrat;$ 4744.17;50%;$ 2372.09
52150;ciprofloxacina+dexametasona;CIPROCLER COLIRIO;susp.oft.x 5ml;Monserrat;$ 9913.97;50%;$ 4956.99
41510;clonazepam;RIBOCLER 0.5 MG;0.5 mg comp.birran.x 30;Monserrat;$ 5899.33;50%;$ 2949.67
41511;clonazepam;RIBOCLER 0.5 MG;0.5 mg comp.birran.x 50;Monserrat;$ 8941.11;50%;$ 4470.56
41512;clonazepam;RIBOCLER 2 MG;2 mg comp.birran.x 30;Monserrat;$ 6569.01;80%;$ 1313.8
41513;clonazepam;RIBOCLER 2 MG;2 mg comp.birran.x 50;Monserrat;$ 9670.83;80%;$ 1934.17
33259;diclofenac dietilamina;ALGICLER GEL DERMICO;gel x 50 g;Monserrat;$ 10350;40%;$ 6210
35332;diclofenac potásico+paracetamol;ALGICLER;comp.rec.x 10;Monserrat;$ 6650;40%;$ 3990
56259;diclofenac potásico+pridinol;ALGICLER FLEX;comp.rec.x 15;Monserrat;$ 13350;40%;$ 8010
34280;dipirona;NOVACLER;jbe.x 100 ml;Monserrat;$ 5960.69;50%;$ 2980.35
24430;dipirona;NOVACLER;jbe.x 200 ml;Monserrat;$ 10948.35;50%;$ 5474.18
5853;ftalilsulfatiazol+asoc.;OPOCARBON;comp.x 20;Monserrat;$ 7602.38;50%;$ 3801.19
41514;glicerilguayacólico éter+asoc.;REFENAX;jbe.x 120 ml;Monserrat;$ 7906.74;50%;$ 3953.37
50568;hexilresorcinol+lidocaína+asoc.;REFENAX CARAMELOS EXPECTORANTES;caram.blíster x 9;Monserrat;$ 4995.64;50%;$ 2497.82
38876;ibuprofeno;IBUCLER 600;comp.rec.x 10;Monserrat;$ 7480;40%;$ 4488
39367;ibuprofeno;IBUCLER 600;comp.rec.x 20;Monserrat;$ 13390;40%;$ 8034
21214;ibuprofeno;IBUCLER 400;comp.x 10;Monserrat;$ 2750;40%;$ 1650
40278;ibuprofeno;IBUCLER SUSPENSION 4%;fco.x 90 ml;Monserrat;$ 8750;40%;$ 5250
22794;ibuprofeno;IBUCLER SUSPENSION 2%;fco.x 90 ml;Monserrat;$ 4350;40%;$ 2610
41516;lidocaína;SOLVENTE INDOLORO MONSERRAT Y ECLAIR;sol.f.a.x 3 x 5 ml;Monserrat;$ 10826.2;50%;$ 5413.1
31185;lidocaína+hidrocortisona;XILOCLER;pda.rectal x 15 g;Monserrat;$ 7541.58;50%;$ 3770.79
42265;miconazol+metronidazol+asoc.;MICOCLIN;óv.x 6;Monserrat;$ 15150;40%;$ 9090
45558;nafazolina+asoc.;REFENAX;gts.nasales x 25 ml;Monserrat;$ 4317.99;50%;$ 2159
18650;nafazolina+feniramina;REFENAX COLIRIO;sol.oft.x 15 ml;Monserrat;$ 7298.77;50%;$ 3649.39
40276;naproxeno;DEBRIL;500 mg comp.x 10;Monserrat;$ 11690;40%;$ 7014
40277;naproxeno;DEBRIL;500 mg comp.x 20;Monserrat;$ 22980;40%;$ 13788
45139;paracetamol;PARACETAMOL MONSERRAT Y ECLAIR;gts.x 20 ml;Monserrat;$ 5390;40%;$ 3234
48636;paracetamol+clorfeniramina+asoc.;FEBRIGRIP;comp.rec.x 16;Monserrat;$ 7495;40%;$ 4497
18728;permetrina;FRIPI;loc.x 100 ml;Monserrat;$ 8210.89;50%;$ 4105.45
42263;propinox;BECEBUEN;gts.x 20 ml;Monserrat;$ 2311.36;50%;$ 1155.68
35333;sodio,fosfato;KRITEL ENEMA;sol.x 135 ml;Monserrat;$ 5169.64;50%;$ 2584.82
54345;sulfadiazina de plata+asoc.;CALCUSAN SULFADIAZINA;cr.pomo x 200 g;Monserrat;$ 25071.7;50%;$ 12535.85
54344;sulfadiazina de plata+asoc.;CALCUSAN SULFADIAZINA;cr.pomo x 30 g;Monserrat;$ 5014.44;50%;$ 2507.22
50389;tirotricina+benzocaína+asoc.;BUCOTRICIN CARAMELOS ANTIBIOTICOS;caram.x 9;Monserrat;$ 4517.37;50%;$ 2258.69
48483;tirotricina+benzocaína+asoc.;BUCOTRICIN;colut.x 60 ml;Monserrat;$ 9548.66;50%;$ 4774.33
3238;ambroxol+clenbuterol;OXIBRON N.F.;comp.x 30;Montpellier;$ 9073.68;60%;$ 3629.47
3239;ambroxol+clenbuterol;OXIBRON N.F.;gts.x 30 ml;Montpellier;$ 9275.95;60%;$ 3710.38
55212;amlodipina;INDALTEN;10 mg comp.x 30;Montpellier;$ 14391.15;60%;$ 5756.46
55211;amlodipina;INDALTEN;5 mg comp.x 30;Montpellier;$ 8932.71;60%;$ 3573.08
44811;amoxicilina+clavulánico,ác.;ULTRABIOTIC DUO;comp.x 14;Montpellier;$ 18856.98;60%;$ 7542.79
56981;aripiprazol;IBARAL;10 mg comp.x 30;Montpellier;$ 22366.97;50%;$ 11183.49
56982;aripiprazol;IBARAL;15 mg comp.x 30;Montpellier;$ 32809.86;50%;$ 16404.93
56980;aripiprazol;IBARAL;5 mg comp.x 30;Montpellier;$ 20273.11;50%;$ 10136.56
60646;betahistina;RILIF;16 mg comp.ran.x 30;Montpellier;$ 13221.22;50%;$ 6610.61
60648;betahistina;RILIF;24 mg comp.birran.x 60;Montpellier;$ 36440.72;50%;$ 18220.36
60647;betahistina;RILIF;24 mg comp.ran. x 30;Montpellier;$ 20011.31;50%;$ 10005.66
19627;betametasona;CORTEROID;0.6 mg comp.x 30;Montpellier;$ 8841.7;50%;$ 4420.85
19628;betametasona;CORTEROID;1.2 mg comp.x 30;Montpellier;$ 16384.96;50%;$ 8192.48
5702;betametasona;CORTEROID;cr.x 30 g;Montpellier;$ 8716.64;50%;$ 4358.32
19629;betametasona;CORTEROID;gts.x 30 ml;Montpellier;$ 5175.49;50%;$ 2587.75
5706;betametasona;CORTEROID;iny.f.a.x 1 x 2 ml;Montpellier;$ 5064.83;50%;$ 2532.42
5704;betametasona (acet.y fosf.disod);CORTEROID RETARD;iny.f.a.x 1 x 2 ml;Montpellier;$ 11508.18;50%;$ 5754.09
5705;betametasona (acet.y fosf.disod);CORTEROID RETARD;iny.f.a.x 1 x 5 ml;Montpellier;$ 21886.44;50%;$ 10943.22
11918;betametasona (diprop.y f.disod.);CRONOCORTEROID;iny.a.x 1 x 2 ml;Montpellier;$ 12152.95;50%;$ 6076.48
5666;betametasona+gentamicina;BACTICORT;cr.x 30 g;Montpellier;$ 19322.61;50%;$ 9661.31
49319;betametasona+gentamicina+asoc.;BACTICORT COMPLEX;cr.x 20 g;Montpellier;$ 13391.67;50%;$ 6695.84
5667;betametasona+gentamicina+asoc.;BACTICORT COMPLEX;cr.x 30 g;Montpellier;$ 19849.93;50%;$ 9924.97
5807;bisacodilo;MODATON;5 mg comp.rec.x 20;Montpellier;$ 4022.67;50%;$ 2011.34
4197;bisacodilo;MODATON;5 mg comp.rec.x 50;Montpellier;$ 7615.66;50%;$ 3807.83
58650;budesonide+formoterol;LIERBRON;200 cáps.x 120+aplicador;Montpellier;$ 54201.52;60%;$ 21680.61
58649;budesonide+formoterol;LIERBRON;200 cáps.x 60 +aplicador;Montpellier;$ 65195.29;60%;$ 26078.12
58651;budesonide+formoterol;LIERBRON;400 cáps.x 60 +aplicador;Montpellier;$ 71355.01;60%;$ 28542
2572;cefadroxilo;CEFACILINA;1000 mg comp.x 8;Montpellier;$ 3077.97;60%;$ 1231.19
2516;cefadroxilo;CEFACILINA;500 mg comp.x 16;Montpellier;$ 14143.38;60%;$ 5657.35
2470;cefadroxilo;CEFACILINA;500 mg comp.x 8;Montpellier;$ 7265.75;60%;$ 2906.3
39479;claritromicina;CLARIMAX 125;125 mg susp.x 60 ml;Montpellier;$ 11226.65;60%;$ 4490.66
